price,region,locality,type,bedrooms,bathrooms,area,rooms
255000,South,Zabbar,Maisonette,3,2,117,7
630000,Gozo,Gozo - Xaghra,Terraced House,3,3,219,8
265000,South,Zabbar,Maisonette,3,0,115,5
310000,Central,Naxxar,Apartment,2,1,95,4
277000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,141,8
287000,South,Zurrieq,Apartment,2,2,79,5
230000,South,Zabbar,Apartment,3,2,125,7
250000,South,Zabbar,Maisonette,3,2,125,7
190000,South,Zabbar,Maisonette,2,2,94,6
190000,South,Zabbar,Maisonette,2,2,94,6
431000,North,Qawra,Apartment,3,2,130,7
395000,Sliema and St Julians Surroundings,Kappara,Penthouse,3,2,222,7
425000,North,Bugibba,Apartment,2,0,79,3
240000,South,Marsascala,Apartment,3,1,116,5
230000,South,Marsascala,Apartment,3,2,116,6
280000,South,Zabbar,Maisonette,3,2,161,8
235000,South,Marsascala,Maisonette,2,2,160,5
956500,Sliema and St Julians Surroundings,St Julian's,Penthouse,3,2,326,8
565000,South,Ghaxaq,Terraced House,3,3,211,10
145000,North,Qawra,Apartment,2,1,66,4
585000,South,Birzebbuga,Terraced House,3,2,267,8
585000,Central,Siggiewi,House of Character,3,2,193,7
240000,South,Fgura,Maisonette,2,1,120,7
300000,South,Zabbar,Apartment,3,2,207,10
290000,South,Zabbar,Apartment,3,2,207,10
310000,South,Zabbar,Apartment,3,2,193,8
300000,South,Zabbar,Apartment,3,2,193,8
320000,South,Zabbar,Apartment,3,2,227,10
290000,South,Zabbar,Apartment,3,2,188,7
285000,Sliema and St Julians Surroundings,Pieta,Penthouse Duplex,3,3,150,7
220000,North,Mellieha,Apartment,2,2,98,6
2500000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,1,219,5
435000,South,Marsascala,Maisonette,4,3,140,10
490000,Gozo,Gozo - Xaghra,House of Character,3,3,255,8
370000,South,Paola,Maisonette Duplex,3,2,120,9
245000,North,Qawra,Apartment,2,1,65,4
405000,South,Mqabba,Townhouse,3,2,136,8
1500000,Sliema and St Julians Surroundings,Msida,Villa Semi-detached,3,0,358,5
319000,South,Fgura,Apartment,3,2,135,7
250000,Sliema and St Julians Surroundings,San Gwann,Penthouse,2,2,94,5
290000,South,Zurrieq,Penthouse,2,2,105,6
295000,South,Marsascala,Apartment,3,2,120,6
212000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,146,6
287000,South,Xghajra,Maisonette,3,2,190,8
850000,Sliema and St Julians Surroundings,Pembroke,Terraced House,3,2,312,8
370000,Gozo,Gozo - Qala,House of Character,3,4,134,9
510000,Central,Santa Venera,Townhouse,5,0,220,7
382000,North,Mellieha,Apartment,3,2,189,7
215000,Sliema and St Julians Surroundings,Gzira,Penthouse,1,1,147,3
475000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,3,79,7
280000,Gozo,Gozo - Victoria,Penthouse,3,2,138,9
438000,Central,Balzan,Penthouse,3,2,212,6
670000,South,Birzebbuga,Farmhouse,0,0,2645,0
2800000,Sliema and St Julians Surroundings,High Ridge,Bungalow Detached,3,1,1228,7
213000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,101,5
235000,Central,Birkirkara,Apartment,2,1,72,4
290000,Central,Attard,Apartment,3,1,116,5
239000,Central,Qormi,Apartment,3,2,110,6
240000,North,Bahrija,Apartment,3,2,122,8
320000,South,Fgura,Maisonette,3,1,179,5
425000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,3,185,11
510000,South,Tarxien,Terraced House,3,2,116,8
239000,North,St Paul's Bay,Maisonette,2,2,105,5
360000,North,Manikata,Maisonette,3,2,190,8
265000,North,Bugibba,Apartment,2,0,112,3
485000,South,Birzebbuga,Terraced House,3,2,178,8
1675000,South,Zurrieq,Farmhouse,3,2,4059,9
499000,North,Mellieha,Apartment,2,2,117,6
950000,Central,Attard,Penthouse,2,0,199,3
490000,North,St Paul's Bay,Apartment,2,2,89,5
3700000,Sliema and St Julians Surroundings,Portomaso,Penthouse,3,0,328,3
1275000,Sliema and St Julians Surroundings,Swieqi,Villa Semi-detached,4,3,425,11
287000,South,Cospicua,House of Character,3,2,80,8
210000,South,Marsascala,Apartment,2,2,162,5
298000,South,Luqa,Apartment,3,2,125,6
265000,Central,Iklin,Maisonette,2,2,127,6
280000,Sliema and St Julians Surroundings,Msida,Apartment,3,3,120,8
185000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,75,4
395000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,96,5
365000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,96,5
175000,South,Fgura,Apartment,2,2,94,6
460000,South,Zejtun,House of Character,3,3,217,10
585000,South,Zejtun,House of Character,3,1,184,9
250000,North,Qawra,Apartment,3,2,111,6
303000,South,Paola,Townhouse,2,2,60,8
490000,Central,Siggiewi,Terraced House,3,2,147,7
875000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,125,5
215000,North,Qawra,Apartment,2,1,90,5
1300000,South,Zejtun,Farmhouse,3,1,2509,4
254000,South,Zabbar,Apartment,3,2,115,7
180000,North,St Paul's Bay,Maisonette,2,1,91,6
250000,North,St Paul's Bay,Apartment,3,2,120,7
290000,Central,Santa Venera,Apartment,3,2,110,8
2300000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,3,142,8
299000,North,Burmarrad,Apartment,3,2,144,7
350000,Central,Balzan,Apartment,3,2,200,6
425000,North,Manikata,Maisonette Duplex,2,3,78,7
1820000,Valletta,Valletta,Townhouse,1,1,230,5
106500,Central,Hamrun,Apartment,3,2,138,6
253000,Sliema and St Julians Surroundings,Sliema,Apartment,2,1,73,4
280000,Central,Birkirkara,Maisonette,3,2,135,8
260000,Sliema and St Julians Surroundings,Msida,Penthouse,2,2,115,5
330000,Central,Mosta,Penthouse,2,3,216,7
365000,North,Mellieha,Apartment,3,2,173,7
365000,North,Mellieha,Apartment,3,2,168,7
425000,North,Mellieha,Apartment,3,2,219,7
215000,Sliema and St Julians Surroundings,San Gwann,Penthouse Duplex,1,2,94,5
339000,Sliema and St Julians Surroundings,San Gwann,Penthouse,2,2,120,6
650000,Sliema and St Julians Surroundings,Swieqi,Maisonette Semi-detached,3,2,210,8
295000,North,Mellieha,Apartment,3,3,190,7
535000,Sliema and St Julians Surroundings,Ta' l-Ibragg,Maisonette,3,2,167,8
191000,Gozo,Gozo - Marsalforn,Apartment,3,1,84,6
1200000,South,Zabbar,Block Of Apartments,3,2,150,8
230000,South,Birzebbuga,Apartment,3,2,97,7
170000,South,Paola,Apartment,2,1,67,4
170000,South,Paola,Apartment,2,1,67,4
372000,South,Marsascala,Maisonette,3,3,210,8
215000,South,Ghaxaq,Apartment,2,2,133,7
210000,South,Ghaxaq,Apartment,2,2,133,7
245000,South,Ghaxaq,Apartment,3,2,155,10
240000,South,Ghaxaq,Apartment,3,2,155,10
235000,South,Ghaxaq,Apartment,3,2,155,9
220000,South,Ghaxaq,Maisonette,2,2,111,7
300000,South,Ghaxaq,Penthouse,2,2,137,6
300000,South,Ghaxaq,Penthouse,2,2,137,6
290000,South,Ghaxaq,Penthouse,2,2,120,5
290000,South,Ghaxaq,Penthouse,2,0,120,3
290000,South,Ghaxaq,Penthouse,2,2,137,6
255000,South,Ghaxaq,Apartment,3,2,134,7
255000,South,Ghaxaq,Apartment,3,2,149,7
250000,South,Ghaxaq,Apartment,3,2,163,7
250000,South,Ghaxaq,Apartment,3,2,163,7
250000,South,Ghaxaq,Apartment,3,2,147,7
270000,South,Ghaxaq,Apartment,4,2,213,8
250000,South,Ghaxaq,Apartment,3,2,163,7
250000,South,Ghaxaq,Apartment,3,2,163,7
250000,South,Ghaxaq,Apartment,3,2,149,7
270000,South,Ghaxaq,Apartment,4,2,213,8
270000,South,Ghaxaq,Apartment,4,2,213,8
280000,South,Ghaxaq,Maisonette,3,2,164,6
280000,South,Ghaxaq,Maisonette,3,1,166,6
280000,South,Ghaxaq,Apartment,4,2,202,7
280000,South,Ghaxaq,Apartment,4,2,221,7
1400000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,3,3,235,8
370000,Central,Qormi,House of Character,3,2,200,10
350000,Sliema and St Julians Surroundings,Gzira,Apartment,1,2,65,4
295000,Sliema and St Julians Surroundings,Msida,Maisonette,2,2,92,6
255000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,2,125,5
450000,South,Marsascala,Apartment,3,2,190,8
295000,South,Paola,Townhouse,3,3,171,8
299000,Central,Mosta,Apartment,3,1,135,5
1450000,Sliema and St Julians Surroundings,Sliema,Apartment,4,3,258,9
790000,Sliema and St Julians Surroundings,Gzira,Apartment,3,0,240,5
355000,Central,Birguma,Apartment,3,1,115,7
435000,Sliema and St Julians Surroundings,Gzira,Apartment,3,0,158,5
290000,Central,Balzan,Apartment,3,2,125,6
370000,North,Qawra,Apartment,4,2,137,10
295000,Central,Hamrun,Penthouse Duplex,3,2,118,8
573000,South,Kalkara,Apartment,1,1,64,3
292000,Central,Iklin,Apartment,3,2,106,7
276000,Central,Iklin,Apartment,3,2,103,7
730000,Sliema and St Julians Surroundings,St Julian's,Penthouse Duplex,3,2,100,5
335000,Central,Lija,Maisonette,3,2,168,8
267000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,55,5
245000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,102,8
430000,Valletta,Valletta,Apartment,1,1,65,3
225000,Sliema and St Julians Surroundings,St Julian's,Penthouse,1,1,77,4
225000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,82,5
215000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,82,5
205000,Sliema and St Julians Surroundings,St Julian's,Apartment,2,1,82,5
490000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,171,8
550000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,3,183,7
345000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,111,6
425000,South,Cospicua,Townhouse,4,3,205,10
1700000,Central,Siggiewi,Townhouse,3,3,500,10
315000,Sliema and St Julians Surroundings,Gzira,Apartment,2,0,155,3
405000,Sliema and St Julians Surroundings,Sliema,Apartment,3,1,121,5
395000,Sliema and St Julians Surroundings,Sliema,Apartment,3,1,121,6
275000,Central,Birkirkara,Penthouse,1,2,110,5
250000,Central,Birkirkara,Apartment,3,2,115,6
240000,Central,Birkirkara,Apartment,2,2,79,5
240000,Central,Birkirkara,Apartment,2,2,115,5
230000,Central,Birkirkara,Apartment,2,2,115,5
205000,South,Fgura,Penthouse,2,1,116,5
200000,Central,Birkirkara,Maisonette,2,2,93,5
299000,South,Zejtun,Maisonette,3,2,150,6
510000,Sliema and St Julians Surroundings,Pender Place,Apartment,1,1,110,3
266000,Gozo,Gozo - Victoria,Apartment,3,2,190,6
1550000,Gozo,Gozo - Ghajnsielem,Penthouse,3,3,270,10
370000,South,Kalkara,Townhouse,3,1,170,7
1395000,Sliema and St Julians Surroundings,Portomaso,Apartment,3,3,240,8
269000,Central,Mosta,Apartment,3,1,108,7
510000,South,Paola,Terraced House,3,2,312,8
310000,Central,Naxxar,Apartment,3,1,140,8
655000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,61,3
499000,South,Zurrieq,Penthouse,3,2,300,9
355000,Central,Gharghur,Apartment,2,3,106,7
210000,Central,Birkirkara,Penthouse,1,1,128,3
215000,Gozo,Gozo - Marsalforn,Apartment,1,2,201,8
298000,South,Marsascala,Penthouse,2,1,90,4
245000,Central,Attard,Apartment,3,2,105,8
2300000,Sliema and St Julians Surroundings,Swieqi,Villa Semi-detached,4,4,655,15
380000,North,Bugibba,Apartment,2,2,85,5
850000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,3,3,214,8
255000,Central,Santa Venera,Maisonette,2,1,162,7
820000,Sliema and St Julians Surroundings,Sliema,Townhouse,4,2,284,12
260435,North,Rabat,Apartment,3,2,104,6
244400,North,Rabat,Apartment,2,1,94,5
265700,North,Rabat,Apartment,3,2,114,7
255100,North,Rabat,Apartment,2,2,104,6
370000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,110,7
480000,Gozo,Gozo - Xaghra,House of Character,3,3,205,8
151000,North,Msida,Studio Flat,1,1,42,3
1200000,North,Maghtab,Terraced House,3,1,225,6
570000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
525000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
425000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
415000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
402000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
330000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
355000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
440000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
395000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
355000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
385000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
345000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
410000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
430000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
380000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
390000,Central,Gharghur,Penthouse,2,2,122,5
365000,Central,Gharghur,Apartment,3,2,130,6
375000,Central,Gharghur,Apartment,3,2,125,6
352000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,60,3
235000,Central,Mosta,Apartment,3,2,168,7
650000,Central,Mosta,House of Character,2,0,130,4
260000,Gozo,Gozo - Xaghra,Apartment,3,1,111,6
585000,Central,Mosta,Townhouse,3,3,264,8
290000,South,Birzebbuga,Apartment,3,2,181,9
245000,South,Birzebbuga,Apartment,3,2,135,7
290000,South,Birzebbuga,Maisonette Duplex,3,3,166,9
335000,South,Birzebbuga,Maisonette Duplex,3,2,205,8
350000,South,Birzebbuga,Maisonette Duplex,3,2,217,9
300000,South,Birzebbuga,Apartment,3,2,181,9
235000,South,Birzebbuga,Apartment,3,2,118,7
295000,South,Birzebbuga,Apartment,3,2,160,9
760000,South,Mqabba,House of Character,3,3,304,10
361500,North,St Paul's Bay,Penthouse Duplex,2,3,130,7
750000,Sliema and St Julians Surroundings,St Julian's,Townhouse,3,3,205,11
235000,South,Cospicua,Townhouse,4,2,157,9
383000,Gozo,Gozo - Xlendi,Apartment,2,2,115,5
480000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Apartment,2,2,147,6
340000,South,Marsa,Terraced House,3,2,292,9
435000,Central,Qormi,Terraced House,3,2,328,7
850000,North,St Paul's Bay,Apartment,3,2,181,8
1600000,Central,Zebbug,Townhouse,4,2,531,11
540000,Central,San Pawl tat Targa,Apartment Duplex,3,3,303,6
175000,Sliema and St Julians Surroundings,San Gwann,Apartment,1,1,68,3
245000,North,Qawra,Apartment,3,2,137,6
438000,North,Mellieha,Apartment,3,2,153,8
900000,Sliema and St Julians Surroundings,St Julian's,Penthouse,2,3,86,6
215000,South,Fgura,Apartment,3,2,140,7
299000,North,Manikata,Apartment,3,2,152,8
1040000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,2,2,274,6
143000,Central,Birkirkara,Maisonette,1,1,65,4
245000,North,St Paul's Bay,Apartment,3,2,105,7
266000,Central,Mosta,Apartment,3,2,165,7
395000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,152,6
850000,North,St Paul's Bay,Apartment,4,5,500,13
1550000,North,Mellieha,Terraced House,6,5,710,16
355000,Central,Birkirkara,Maisonette,2,0,145,3
235000,South,Marsa,Townhouse,3,1,106,7
990000,Sliema and St Julians Surroundings,St Julian's,Townhouse,3,2,180,8
245000,South,Tarxien,Apartment,3,2,135,7
145000,North,St Paul's Bay,Apartment,2,1,51,4
450000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,66,3
3500000,Sliema and St Julians Surroundings,Madliena,Villa Detached,4,3,806,11
1850000,Sliema and St Julians Surroundings,Sliema,Apartment,2,0,260,3
245000,Central,Birkirkara,Townhouse,2,1,180,6
170000,Sliema and St Julians Surroundings,Ta' Xbiex,Apartment,1,1,43,3
425000,South,Tarxien,Maisonette,3,2,215,7
362000,Central,Santa Venera,Maisonette,3,2,225,7
266000,South,Tarxien,Penthouse,2,2,131,6
230000,South,Tarxien,Maisonette,2,2,140,6
750000,North,Mellieha,Penthouse,3,2,280,6
245000,Sliema and St Julians Surroundings,San Gwann,Apartment,2,2,105,7
255000,South,Marsascala,Maisonette,3,2,135,8
425000,South,Paola,Terraced House,3,2,200,8
335000,North,St Paul's Bay,Penthouse,2,2,121,5
500000,Gozo,Gozo - Xaghra,Apartment,2,2,111,6
895000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,218,10
990000,Sliema and St Julians Surroundings,Pender Place,Apartment,3,3,300,9
450000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,200,7
280000,Central,Qormi,Maisonette,2,2,129,8
395000,North,Bugibba,Apartment,3,2,156,7
1600000,Sliema and St Julians Surroundings,Sliema,Apartment,4,3,250,11
525000,Valletta,Valletta,Maisonette,2,3,110,8
270000,Sliema and St Julians Surroundings,Msida,Apartment,3,3,160,7
375000,South,Zurrieq,Maisonette,3,2,168,8
490000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,76,3
485000,Sliema and St Julians Surroundings,St Julian's,Apartment,1,1,76,3
450000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,125,8
470000,North,St Paul's Bay,Penthouse Duplex,3,2,158,6
205000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,102,7
359000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,145,7
340000,North,Bugibba,Maisonette Duplex,3,3,195,8
372000,Sliema and St Julians Surroundings,Kappara,Apartment,3,2,145,8
282000,Sliema and St Julians Surroundings,Gzira,Penthouse,2,2,127,5
2200000,Sliema and St Julians Surroundings,St Julian's,Penthouse Duplex,3,5,700,17
799000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,147,8
425000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,70,6
1800000,Gozo,Gozo - Santa Lucija,Farmhouse,3,3,1013,7
797000,Central,Qormi,Townhouse,4,5,938,20
485000,Central,Santa Venera,Terraced House,3,2,190,9
380000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,153,7
360000,Sliema and St Julians Surroundings,Swieqi,Apartment,3,2,158,7
372000,Central,Gharghur,Apartment,3,2,160,7
260000,North,Mellieha,Apartment,3,2,125,6
450000,Central,Birkirkara,Penthouse,3,2,151,7
440000,Sliema and St Julians Surroundings,St Julian's,Penthouse,2,2,115,5
345500,South,Xghajra,Townhouse,4,3,165,9
595000,Sliema and St Julians Surroundings,Madliena,Apartment,2,2,130,8
2950000,Sliema and St Julians Surroundings,Ta' Xbiex,Villa Semi-detached,4,4,304,11
690000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Penthouse,3,3,187,9
2400000,Sliema and St Julians Surroundings,Swieqi,Block Of Apartments,9,7,330,17
775000,Central,Qormi,Terraced House,3,2,340,8
245000,Sliema and St Julians Surroundings,Guardamangia,Apartment,2,2,127,7
320000,Sliema and St Julians Surroundings,Swatar,Apartment,3,2,135,8
345000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,110,7
1400000,Central,Attard,Bungalow Detached,5,2,650,9
875000,Central,Attard,Villa Semi-detached,3,3,231,12
695000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,1,2,138,6
266000,Sliema and St Julians Surroundings,Msida,Apartment,3,2,100,6
280000,North,Mellieha,Apartment,2,2,94,8
266000,North,St Paul's Bay,Apartment,3,0,121,5
638000,North,Bugibba,Apartment,3,0,175,5
1060000,Gozo,Gozo - San Lawrenz,House of Character,4,5,0,11
250000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,64,5
840000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,1,120,5
265000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,1,73,5
266000,South,Zabbar,Apartment,3,2,97,6
1900000,Central,San Pawl tat Targa,Bungalow Semi-detached,3,0,490,5
228000,North,Qawra,Apartment,3,2,106,7
1484000,Gozo,Gozo - Fontana,Farmhouse,6,10,0,22
350000,South,Paola,Penthouse Duplex,2,2,226,7
990000,Sliema and St Julians Surroundings,The Village,Site,4,0,385,11
1700000,Sliema and St Julians Surroundings,Kappara,Villa Detached,4,0,595,7
1200000,Sliema and St Julians Surroundings,Sliema,Apartment,3,5,250,11
240000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,95,6
277000,South,Zejtun,Penthouse,2,1,72,5
340000,Gozo,Gozo - Qala,Farmhouse,1,1,0,6
440000,Central,Birkirkara,Townhouse,3,2,0,8
550000,Central,Attard,Penthouse,3,2,178,9
235000,Sliema and St Julians Surroundings,Sliema,Apartment,2,0,76,4
510000,North,Mellieha,Maisonette,3,2,126,7
375000,Central,Attard,Maisonette,3,2,177,6
490000,Central,Mosta,Apartment Duplex,3,3,275,9
717000,Central,Qormi,House of Character,4,3,222,8
991000,Gozo,Gozo - Victoria,Terraced House,3,3,0,8
549000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,2,2,117,5
235000,Sliema and St Julians Surroundings,Msida,Apartment,1,1,64,3
335000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,92,6
2500000,Sliema and St Julians Surroundings,Gzira,Apartment,3,0,275,3
420000,North,Qawra,Penthouse,2,2,170,6
490000,South,Vittoriosa,Maisonette,3,1,90,6
237600,North,Qawra,Apartment,2,1,103,5
520000,Gozo,Gozo - Munxar,Townhouse,4,1,0,8
460000,Valletta,Valletta,Apartment,3,1,130,6
750000,North,Mellieha,Penthouse,3,3,370,6
760000,Sliema and St Julians Surroundings,Fort Cambridge,Apartment,2,2,165,6
820000,Central,Mosta,Penthouse,3,2,384,7
530000,Central,Balzan,Penthouse,3,2,176,7
194000,Sliema and St Julians Surroundings,Msida,Apartment,2,1,90,5
200000,Sliema and St Julians Surroundings,Msida,Apartment,2,2,93,6
680000,Sliema and St Julians Surroundings,Sliema,Penthouse Duplex,3,2,253,6
750000,Sliema and St Julians Surroundings,San Gwann,Penthouse,3,1,278,6
249000,Central,Iklin,Apartment,2,2,0,6
650000,North,Mellieha,Penthouse,3,2,166,6
640000,North,Mellieha,Apartment,3,3,160,8
640000,North,Mellieha,Apartment,3,0,160,4
190000,Central,Floriana,Maisonette,2,1,56,4
186000,North,St Paul's Bay,Apartment,2,2,100,5
585000,South,Tarxien,Terraced House,3,5,170,10
4200000,Sliema and St Julians Surroundings,Madliena,Villa Detached,5,5,1100,18
1100000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,2,217,8
750000,Sliema and St Julians Surroundings,Sliema,Apartment,3,2,220,8
478000,Central,Attard,Penthouse,3,2,165,5
208000,North,Mellieha,Apartment,2,2,89,5
248000,Central,Fleur De Lys,Maisonette,2,1,115,4
798000,Central,Naxxar,Townhouse,0,0,157,5
1063000,South,Kalkara,Bungalow Semi-detached,4,2,416,10
362000,North,Xemxija,Apartment,3,2,0,7
300000,North,Xemxija,Apartment,3,1,131,5
372000,Central,Attard,Penthouse,3,0,160,6
229000,Sliema and St Julians Surroundings,Gzira,Penthouse,1,1,80,4
420000,Central,Attard,Penthouse,3,2,167,7
287000,Sliema and St Julians Surroundings,Msida,Apartment,3,1,125,5
975000,North,Mellieha,Penthouse Duplex,3,2,250,5
865000,Sliema and St Julians Surroundings,Sliema,Apartment,3,4,1072,8
1320000,Sliema and St Julians Surroundings,San Gwann,Block Of Apartments,1,1,0,3
865000,Sliema and St Julians Surroundings,Sliema,Apartment,3,4,1072,8
420000,North,St Paul's Bay,Penthouse,3,1,132,6
240000,North,Xemxija,Apartment,3,2,135,7
990000,North,St Paul's Bay,Apartment,3,2,190,8
255000,North,St Paul's Bay,Apartment,3,2,192,8
275000,Sliema and St Julians Surroundings,Sliema,Maisonette Duplex,2,2,0,7
3400000,Sliema and St Julians Surroundings,Bahar Ic-Caghaq,Bungalow Detached,4,2,1400,12
700000,North,St Paul's Bay,Maisonette,4,1,190,6
430000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,2,107,8
745000,North,Mellieha,Apartment,4,3,172,9
1259000,Sliema and St Julians Surroundings,Tigne Point,Apartment,3,3,224,10
780000,Sliema and St Julians Surroundings,St Julian's,Maisonette,3,2,270,9
275000,Central,Iklin,Maisonette,3,1,142,6
1200000,South,Zurrieq,House of Character,5,2,720,11
420000,North,Mellieha,Maisonette,3,0,161,5
2700000,Sliema and St Julians Surroundings,Sliema,Townhouse,3,3,380,9
250000,Sliema and St Julians Surroundings,Gzira,Apartment,2,2,85,5
185000,North,St Paul's Bay,Maisonette,1,1,45,3
308000,South,Marsascala,Apartment,3,3,128,8
220000,South,Zabbar,House of Character,2,2,140,8
268000,North,Qawra,Penthouse Duplex,2,2,146,5
545450,Sliema and St Julians Surroundings,Pembroke,Penthouse,2,2,117,5
450000,Central,Zebbug,Apartment Duplex,3,2,183,6
245000,Central,Zebbug,Apartment,2,2,128,7
266000,South,Zurrieq,Apartment,3,0,118,5
225000,Sliema and St Julians Surroundings,Pieta,Apartment,3,3,127,7
689000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,4,123,10
499000,South,Zejtun,Townhouse,3,3,119,7
240000,Central,Hamrun,Penthouse,2,2,90,5
210000,Central,Hamrun,Apartment,2,2,90,5
365000,Central,Naxxar,Townhouse,2,1,230,4
325000,Central,Birkirkara,House of Character,2,1,70,7
198000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,99,5
237000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,136,6
196000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,99,5
234000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,136,6
194000,Sliema and St Julians Surroundings,Pieta,Apartment,2,2,99,5
231000,Sliema and St Julians Surroundings,Pieta,Apartment,3,2,136,6
265000,Sliema and St Julians Surroundings,Swieqi,Apartment,2,2,95,5
350000,Central,Naxxar,Apartment,3,3,145,8
365000,South,Marsascala,Maisonette,2,2,140,7
330000,Gozo,Gozo - Xaghra,Apartment,2,2,166,7
585000,South,Qrendi,Townhouse,4,4,250,9
255000,North,Xemxija,Maisonette,2,2,99,7
452000,South,Marsascala,Penthouse,3,1,131,6
330000,South,Marsascala,Apartment,3,1,140,7
319000,South,Marsascala,Apartment,3,1,140,7
308000,South,Marsascala,Apartment,3,1,140,7
298000,South,Marsascala,Apartment,3,1,140,5
319000,South,Marsascala,Apartment,3,2,116,8
308000,South,Marsascala,Apartment,3,2,116,8
298000,South,Marsascala,Apartment,3,2,116,8
319000,South,Marsascala,Apartment,3,2,116,8
308000,South,Marsascala,Apartment,3,2,116,8
298000,South,Marsascala,Apartment,3,2,116,8
287000,South,Marsascala,Apartment,3,2,116,8
314000,South,Marsascala,Apartment,3,2,122,6
303000,South,Marsascala,Apartment,3,2,122,6
292000,South,Marsascala,Apartment,3,2,122,6
308000,South,Marsascala,Apartment,3,2,122,6
280000,North,Mellieha,Apartment,3,2,150,7
350000,Sliema and St Julians Surroundings,St Julian's,Apartment,3,2,150,7
1200000,South,Tarxien,House of Character,4,2,302,9
390000,South,Marsascala,Apartment,3,2,165,6
390000,South,Marsascala,Apartment,3,2,165,6
383000,South,Marsa,Penthouse,2,2,195,6
197000,South,Marsa,Apartment,2,2,90,5
197000,South,Marsa,Apartment,2,2,90,5
197000,South,Marsa,Apartment,2,2,90,5
305000,Sliema and St Julians Surroundings,Sliema,Apartment,2,2,91,5
305000,Sliema and St Julians Surroundings,Sliema,Maisonette,2,2,91,5
